iter	Logloss
297	0.3720011123
298	0.3719258395
299	0.3718002073
300	0.3716990151
301	0.371600222
302	0.3715220507
303	0.3714249672
304	0.3711966375
305	0.3710804064
306	0.3710233295
307	0.3708582684
308	0.3707142276
309	0.370689326
310	0.3705565751
311	0.3703951996
312	0.3702531413
313	0.3701551686
314	0.3700354661
315	0.3698732727
316	0.3697595981
317	0.3697582017
318	0.3696941841
319	0.3695955779
320	0.3695641542
321	0.3695014275
322	0.3694557182
323	0.3693508385
324	0.3693070346
325	0.3692462081
326	0.3691327951
327	0.3690205454
328	0.3688738067
329	0.3688120172
330	0.3687622526
331	0.3686174459
332	0.3685214363
333	0.3684475647
334	0.3683319573
335	0.3682558531
336	0.3681886096
337	0.3680293866
338	0.3679451347
339	0.3677956712
340	0.3677557065
341	0.3676643368
342	0.3674806493
343	0.3672488739
344	0.3671537581
345	0.3671150099
346	0.3670751425
347	0.3670145974
348	0.3669219112
349	0.3668242123
350	0.3667339383
351	0.3666975993
352	0.3665817991
353	0.3665013296
354	0.3664001444
355	0.3662969632
356	0.3662035628
357	0.3660536277
358	0.3659071885
359	0.3658624592
360	0.3657824391
361	0.3656859245
362	0.3656082451
363	0.3655129027
364	0.3653393993
365	0.365291271
366	0.3652707858
367	0.365240731
368	0.3651946002
369	0.3651516614
370	0.3649852197
371	0.3647617144
372	0.3647610381
373	0.3645978409
374	0.3644997579
375	0.3644088724
376	0.3642958641
377	0.364071105
378	0.3640665272
379	0.3639761935
380	0.3638187793
381	0.363713432
382	0.3635824979
383	0.3634783842
384	0.3633859286
385	0.3633548112
386	0.3632725957
387	0.3632195786
388	0.3631257257
389	0.3630453676
390	0.3629398265
391	0.3629353161
392	0.362804773
393	0.3626564702
394	0.3626507606
395	0.3625408247
396	0.3625007197
397	0.3623286839
398	0.362260955
399	0.3621883151
400	0.3621144805
401	0.3619973864
402	0.3618711025
403	0.3616708988
404	0.3616027143
405	0.3615101129
406	0.3613995956
407	0.361345217
408	0.3612988948
409	0.3611999071
410	0.3610635014
411	0.3609135396
412	0.3607286701
413	0.3606224186
414	0.3605232519
415	0.3603978014
416	0.3602966135
417	0.3602418878
418	0.3601345638
419	0.3601218356
420	0.3600858139
421	0.3599546494
422	0.3596925263
423	0.3595828989
424	0.3594787665
425	0.3593405214
426	0.3591685683
427	0.3590669957
428	0.3588973435
429	0.3587162473
430	0.3586149301
431	0.3585580481
432	0.3585424119
433	0.3584362992
434	0.3582952414
435	0.3582207144
436	0.3580831287
437	0.3580428253
438	0.3579882303
439	0.3578650862
440	0.3577647541
441	0.3576983701
442	0.3575605823
443	0.3574923406
444	0.357371066
445	0.3572197611
446	0.3571397056
447	0.3570267014
448	0.3568434037
449	0.3566906108
450	0.3566700631
451	0.3566085466
452	0.3563393604
453	0.3562317756
454	0.3561381051
455	0.3560691565
456	0.3558724579
457	0.355767163
458	0.3555428802
459	0.3553765879
460	0.3551969743
461	0.3551062486
462	0.3550063127
463	0.3548810784
464	0.3547730671
465	0.3546697579
466	0.3544919122
467	0.3544101145
468	0.3543169978
469	0.3542574765
470	0.3540566137
471	0.3538622138
472	0.3537317036
473	0.3536002023
474	0.3534549478
475	0.3534021971
476	0.3532511931
477	0.3530917076
478	0.3530093154
479	0.3529130699
480	0.3528239663
481	0.3526947521
482	0.3525786791
483	0.352576867
484	0.3524945781
485	0.3523065023
486	0.3522234522
487	0.3520913648
488	0.3519804611
489	0.3518955755
490	0.3518082645
491	0.3517136028
492	0.3516040625
493	0.3514536044
494	0.3513802386
495	0.351240978
496	0.3510548289
497	0.350937934
498	0.3508090645
499	0.3507048125
500	0.3505109512
501	0.350402363
502	0.3503153955
503	0.3501949632
504	0.350077077
505	0.3500241124
506	0.3498813815
507	0.349751449
508	0.3496350606
509	0.3494946544
510	0.3493570325
511	0.3492897895
512	0.3491725858
513	0.3490879378
514	0.348989437
515	0.3488315177
516	0.3486413511
517	0.3485277428
518	0.3484403793
519	0.3483472625
520	0.3482365524
521	0.3481995517
522	0.3480593094
523	0.3479364398
524	0.3478415239
525	0.3477482268
526	0.3475934342
527	0.3474817757
528	0.3474447698
529	0.3473614619
530	0.3471992367
531	0.3470800161
532	0.346950483
533	0.3468419757
534	0.3467209804
535	0.3465637722
536	0.3463544981
537	0.3462362034
538	0.3461168439
539	0.3459784685
540	0.3458646305
541	0.3456776915
542	0.3455525231
543	0.3454187924
544	0.3452829037
545	0.3452164781
546	0.3451274593
547	0.3450255929
548	0.3449728935
549	0.3448766841
550	0.3447431406
551	0.3446433402
552	0.344537639
553	0.3444202589
554	0.3442594171
555	0.3441676751
556	0.3440553902
557	0.3439862171
558	0.3438702536
559	0.3437740915
560	0.343714404
561	0.3435957151
562	0.3434480496
563	0.3433678368
564	0.3432765684
565	0.3431616153
566	0.3430873825
567	0.3429871558
568	0.3429075374
569	0.3428124404
570	0.3427034539
571	0.3425720073
572	0.3424665527
573	0.3423603561
574	0.3422269113
575	0.3421639564
576	0.3420526749
577	0.3419643451
578	0.3418879945
579	0.3418150991
580	0.3417236689
581	0.3415686675
582	0.341425391
583	0.3412873468
584	0.3411961867
585	0.3410773281
586	0.3409880251
587	0.3408950036
588	0.3407818846
589	0.3406998336
590	0.340615172
591	0.340474781
592	0.340345362
593	0.3402456869
594	0.340146273
595	0.3400342273
596	0.3398981476
597	0.3397490188
598	0.3396496665
599	0.3395671698
600	0.3394956422
601	0.3394044323
602	0.3392243502
603	0.3391141183
604	0.3389930548
605	0.3388910186
606	0.3388050568
607	0.3386920764
608	0.3385579537
609	0.3384127852
610	0.3383330514
611	0.3382519821
612	0.3381290176
613	0.3380473808
614	0.3379078164
615	0.3378122195
616	0.3377496007
617	0.337663015
618	0.3375688171
619	0.3373980459
620	0.3372898482
621	0.3371893947
622	0.3370780049
623	0.3369956365
624	0.3368556896
625	0.3367306354
626	0.3366352395
627	0.3365025497
628	0.3363584642
629	0.3362129297
630	0.3361411371
631	0.3359740561
632	0.3359153923
633	0.3358250895
634	0.3357148193
635	0.335579144
636	0.3354831012
637	0.3353934076
638	0.335292938
639	0.3352381731
640	0.3351491503
641	0.3350459182
642	0.3349943788
643	0.3348347296
644	0.3347745872
645	0.3346201272
646	0.3345625521
647	0.3344651445
648	0.3343809128
649	0.3343097925
650	0.3342058343
651	0.3340893637
652	0.3340009472
653	0.3339498181
654	0.3338172034
655	0.333764025
656	0.3336283138
657	0.3335689583
658	0.3334251441
659	0.3333710136
660	0.333298836
661	0.3331635437
662	0.3329953062
663	0.3328735337
664	0.3327865015
665	0.3327048383
666	0.3326522172
667	0.3324918952
668	0.3324233033
669	0.332340506
670	0.3321973266
671	0.3320823829
672	0.3319810214
673	0.3317747645
674	0.3317263888
675	0.331623282
676	0.3315140451
677	0.3313693903
678	0.3312473777
679	0.3311640105
680	0.3310328893
681	0.3309673768
682	0.3308916778
683	0.3308176351
684	0.3306427186
685	0.3305446139
686	0.3304983246
687	0.3303693447
688	0.330335068
689	0.3302708375
690	0.3301437891
691	0.3300091134
692	0.329925302
693	0.3298874367
694	0.3297631555
695	0.3297003061
696	0.3296507353
697	0.3295510565
698	0.3294406463
699	0.3293810776
700	0.3292535185
701	0.3292086711
702	0.3291263515
703	0.3289900136
704	0.3288891468
705	0.328825316
706	0.3287534494
707	0.3286154971
708	0.3284849659
709	0.3283824069
710	0.3282459891
711	0.3282063266
712	0.3281595662
713	0.3280718546
714	0.3279349741
715	0.3278826908
716	0.3278083028
717	0.3277476907
718	0.3276608204
719	0.3275493292
720	0.3274471626
721	0.3274052914
722	0.3272437244
723	0.3271551592
724	0.327038353
725	0.3269392399
726	0.3268649801
727	0.3267811999
728	0.3266601606
729	0.3266020482
730	0.3265181124
731	0.3263995565
732	0.3263114102
733	0.3261999349
734	0.3261278858
735	0.3260414979
736	0.3259836176
737	0.3259058732
738	0.3257961508
739	0.3257349861
740	0.3256140689
741	0.3255184383
742	0.3254443482
743	0.3253410334
744	0.3252600956
745	0.3251354829
746	0.3250394225
747	0.3249189479
748	0.3247747346
749	0.3246200477
750	0.3245476254
751	0.3244633075
752	0.3243943889
753	0.3242896015
754	0.3242020005
755	0.3241576725
756	0.3240389618
757	0.3239462712
758	0.3237785065
759	0.3237319141
760	0.3236478022
761	0.3236195668
762	0.3235029642
763	0.3234130767
764	0.3232815297
765	0.3232156945
766	0.3231215488
767	0.3230192679
768	0.3229282175
769	0.3228573355
770	0.322789801
771	0.3227042515
772	0.32257008
773	0.3225202363
774	0.3224534734
775	0.3223906122
776	0.3223043198
777	0.3221824604
778	0.3221100814
779	0.3219689199
780	0.3218417615
781	0.3217547959
782	0.3216492835
783	0.3215761843
784	0.3214949216
785	0.3214107179
786	0.3213344733
787	0.3211870318
788	0.3211159602
789	0.321002167
790	0.3209631189
791	0.3208745201
792	0.3208508182
793	0.3207061362
794	0.3206221066
795	0.3205416236
796	0.3204357441
797	0.3203323892
798	0.3202021428
799	0.320083511
800	0.3200130635
801	0.3198645063
802	0.319723055
803	0.3196608254
804	0.3196002732
805	0.3195220905
806	0.3194148512
807	0.319236573
808	0.3191270451
809	0.3190493496
810	0.318960804
811	0.3188936844
812	0.3188173512
813	0.3187628702
814	0.3187023663
815	0.3185445453
816	0.3184794148
817	0.3184209414
818	0.3182969146
819	0.318229202
820	0.3181201657
821	0.3180699669
822	0.3180048637
823	0.3179087638
824	0.3178287161
825	0.3177329617
826	0.3176698137
827	0.3175714098
828	0.3174655739
829	0.3173984846
830	0.3172805623
831	0.3171582607
832	0.3170183077
833	0.3169278237
834	0.3168499171
835	0.3167372096
836	0.3166181059
837	0.3165426964
838	0.3164768479
839	0.3163919932
840	0.3163561115
841	0.3163196152
842	0.3162569378
843	0.3161807347
844	0.3160787111
845	0.3160152906
846	0.3158639045
847	0.3157893033
848	0.3156692925
849	0.3155580629
850	0.3154671615
851	0.3153731449
852	0.3152635072
853	0.3151662225
854	0.3150956557
855	0.3149744155
856	0.3148453336
857	0.3147844375
858	0.3146609469
859	0.3146240239
860	0.314529509
861	0.3144378889
862	0.314367642
863	0.3143079005
864	0.3142394206
865	0.3141665936
866	0.3140780718
867	0.3140026211
868	0.3139425624
869	0.3138377933
870	0.3137997662
871	0.3137315284
872	0.3135918229
873	0.3135289223
874	0.3134492765
875	0.3133111394
876	0.3132183304
877	0.3131483178
878	0.3130197496
879	0.3129344746
880	0.3128237432
881	0.3127372287
882	0.3126603837
883	0.3125980925
884	0.3124684609
885	0.3123872635
886	0.3122772311
887	0.3121635019
888	0.3120851711
889	0.3120239914
890	0.3119072557
891	0.3118471294
892	0.311745678
893	0.3116871996
894	0.3116213833
895	0.3115394025
896	0.311417029
897	0.3113516867
898	0.3112383136
899	0.31115238
900	0.3110755317
901	0.3110122399
902	0.3108815513
903	0.3108108312
904	0.3106946914
905	0.3105829185
906	0.3105177581
907	0.3103919758
908	0.3102917436
909	0.3102211146
910	0.310165825
911	0.310097346
912	0.3099998939
913	0.3099067539
914	0.3098495438
915	0.3097300896
916	0.3096643874
917	0.309540584
918	0.3094223455
919	0.3093485718
920	0.3092164884
921	0.3091457847
922	0.3090774246
923	0.3090121849
924	0.3089743945
925	0.3088053044
926	0.3087347325
927	0.3086168725
928	0.3085152985
929	0.308419196
930	0.3083173846
931	0.3082194564
932	0.3081534827
933	0.3080661449
934	0.3079682447
935	0.3078845997
936	0.3077810073
937	0.3076849251
938	0.3075820556
939	0.3074549614
940	0.3073348045
941	0.307248821
942	0.3071911963
943	0.3071055233
944	0.3069924383
945	0.3068667281
946	0.3067885732
947	0.3066966174
948	0.3065973345
949	0.3065288522
950	0.3064154893
951	0.3063203602
952	0.306198832
953	0.306123452
954	0.3060411552
955	0.3059603882
956	0.3059027305
957	0.3058142981
958	0.3057733279
959	0.3057272571
960	0.3055892726
961	0.3054932462
962	0.3053797328
963	0.305264178
964	0.3051633971
965	0.3051266351
966	0.3050549723
967	0.3049775427
968	0.3048982168
969	0.3048438372
970	0.3047095662
971	0.3046155784
972	0.304561225
973	0.3045081419
974	0.3043889938
975	0.3043278188
976	0.304218115
977	0.3041194609
978	0.3040107093
979	0.3039577389
980	0.3039016678
981	0.3037635235
982	0.3036836142
983	0.3035536659
984	0.3034557669
985	0.303341378
986	0.3032706263
987	0.3031764666
988	0.3030835957
989	0.3029832903
990	0.3029308406
991	0.3028663853
992	0.3028188875
993	0.3027318372
994	0.3026522201
995	0.3026014003
996	0.3025208713
997	0.3024246924
998	0.3023032691
999	0.3022393823
999	0.3031629168
